"Date","Time","Open","High","Low","Close","Vol","OI","FastAvg","SlowAvg","SlowK","SlowD","OverBot","OverSld"
07/18/2018,22:00,191.78,191.80,189.93,190.40,16393381,0,191.02,187.33,82.46,87.69,80.00,20.00
07/19/2018,22:00,189.69,192.55,189.69,191.88,20286752,0,191.19,187.60,85.56,85.62,80.00,20.00
07/20/2018,22:00,191.78,192.43,190.17,191.44,20706042,0,191.22,187.90,85.27,84.43,80.00,20.00
07/23/2018,22:00,190.68,191.96,189.56,191.61,15989365,0,191.36,188.24,89.25,86.69,80.00,20.00
07/24/2018,22:00,192.45,193.66,192.05,193.00,18697898,0,191.67,188.78,89.50,88.00,80.00,20.00
07/25/2018,22:00,193.06,194.85,192.43,194.82,16826483,0,192.55,189.30,93.85,90.87,80.00,20.00
07/26/2018,22:00,194.61,195.96,193.61,194.21,19075964,0,193.02,189.80,91.09,91.48,80.00,20.00
07/27/2018,22:00,194.99,195.19,190.10,190.98,24023972,0,192.92,190.07,74.35,86.43,80.00,20.00
07/30/2018,22:00,191.90,192.20,189.07,189.91,21029535,0,192.58,190.31,48.98,71.47,80.00,20.00
07/31/2018,22:00,190.30,192.14,189.34,190.29,39373038,0,192.04,190.47,29.21,50.84,80.00,20.00
08/01/2018,22:00,199.13,201.76,197.31,201.50,67935716,0,193.38,191.35,57.11,45.10,80.00,20.00
08/02/2018,22:00,200.58,208.38,200.35,207.39,62404012,0,196.01,192.45,82.21,56.17,80.00,20.00
08/03/2018,22:00,207.03,208.74,205.48,207.99,33447396,0,199.42,193.45,96.13,78.48,80.00,20.00
08/06/2018,22:00,208.00,209.25,207.07,209.07,25425387,0,203.25,194.37,96.75,91.70,80.00,20.00
08/07/2018,22:00,209.32,209.50,206.76,207.11,25587387,0,206.61,195.21,94.49,95.79,80.00,20.00
08/08/2018,22:00,206.05,207.81,204.52,207.25,22525487,0,207.76,196.18,92.10,94.45,80.00,20.00
08/09/2018,22:00,207.28,209.78,207.20,208.88,23492626,0,208.06,197.07,91.00,92.53,80.00,20.00
08/10/2018,22:00,207.36,209.10,206.67,207.53,24611202,0,207.97,197.88,91.27,91.46,80.00,20.00
08/13/2018,22:00,207.70,210.95,207.70,208.87,25890880,0,207.93,198.78,91.74,91.34,80.00,20.00
08/14/2018,22:00,210.16,210.56,208.26,209.75,20748010,0,208.46,199.69,91.42,91.48,80.00,20.00
08/15/2018,22:00,209.22,210.74,208.33,210.24,28807564,0,209.05,200.69,93.92,92.36,80.00,20.00
08/16/2018,22:00,211.75,213.81,211.47,213.32,28500367,0,209.94,201.76,96.50,93.95,80.00,20.00
08/17/2018,22:00,213.44,217.95,213.16,217.58,35426997,0,211.95,203.07,97.91,96.11,80.00,20.00
08/20/2018,22:00,218.10,219.18,215.11,215.46,30287695,0,213.27,204.26,93.91,96.11,80.00,20.00
08/21/2018,22:00,216.80,217.19,214.03,215.04,26159755,0,214.33,205.36,88.13,93.32,80.00,20.00
08/22/2018,22:00,214.10,216.36,213.84,215.05,19018131,0,215.29,206.37,78.34,86.79,80.00,20.00
08/23/2018,22:00,214.65,217.05,214.60,215.49,18883224,0,215.72,207.43,75.16,80.54,80.00,20.00
08/24/2018,22:00,216.60,216.90,215.11,216.16,18476356,0,215.44,208.69,75.35,76.29,80.00,20.00
08/27/2018,22:00,217.15,218.74,216.33,217.94,20525117,0,215.94,210.10,81.92,77.48,80.00,20.00
08/28/2018,22:00,219.01,220.54,218.92,219.70,22776766,0,216.87,211.57,88.19,81.82,80.00,20.00
08/29/2018,22:00,220.15,223.49,219.41,222.98,27254804,0,218.45,212.64,94.29,88.13,80.00,20.00
08/30/2018,22:00,223.25,228.26,222.40,225.03,48793824,0,220.36,213.52,91.06,91.18,80.00,20.00
08/31/2018,22:00,226.51,228.87,226.00,227.63,43340134,0,222.66,214.50,91.41,92.25,80.00,20.00
09/04/2018,22:00,228.41,229.18,226.63,228.36,27390132,0,224.74,215.47,91.47,91.32,80.00,20.00
09/05/2018,22:00,228.99,229.67,225.10,226.87,33332960,0,226.17,216.46,91.85,91.58,80.00,20.00
09/06/2018,22:00,226.23,227.35,221.30,223.10,34289976,0,226.20,217.25,81.66,88.33,80.00,20.00
09/07/2018,22:00,221.85,225.37,220.71,221.30,37619810,0,225.45,217.87,64.90,79.47,80.00,20.00
09/10/2018,22:00,220.95,221.85,216.47,218.33,39516453,0,223.59,218.41,45.44,64.00,80.00,20.00
09/11/2018,22:00,218.01,224.30,216.56,223.85,35749049,0,222.69,219.16,46.24,52.19,80.00,20.00
09/12/2018,22:00,224.94,225.00,219.84,221.07,49278740,0,221.53,219.73,44.87,45.52,80.00,20.00
09/13/2018,22:00,223.52,228.35,222.57,226.41,41706377,0,222.19,220.53,61.11,50.74,80.00,20.00
09/14/2018,22:00,225.75,226.84,222.52,223.84,31999289,0,222.70,221.06,58.83,54.94,80.00,20.00
09/17/2018,22:00,222.15,222.95,217.27,217.88,37195133,0,222.61,221.07,49.20,56.38,80.00,20.00
09/18/2018,22:00,217.79,221.85,217.12,218.24,31571712,0,221.49,221.21,26.90,44.98,80.00,20.00
09/19/2018,22:00,218.50,219.62,215.30,218.37,27123833,0,220.95,221.38,15.33,30.48,80.00,20.00
09/20/2018,22:00,220.24,222.28,219.15,220.03,26608794,0,219.67,221.63,22.82,21.68,80.00,20.00
09/21/2018,22:00,220.78,221.36,217.29,217.66,96246748,0,218.44,221.74,23.57,20.57,80.00,20.00
09/24/2018,22:00,216.82,221.26,216.63,220.79,27693358,0,219.02,221.97,29.18,25.19,80.00,20.00
09/25/2018,22:00,219.75,222.82,219.70,222.19,24554379,0,219.81,222.18,35.27,29.34,80.00,20.00
09/26/2018,22:00,221.15,223.75,219.76,220.42,23984706,0,220.22,222.22,43.24,35.90,80.00,20.00
09/27/2018,22:00,223.82,226.44,223.54,224.95,30181227,0,221.20,222.32,55.33,44.61,80.00,20.00
09/28/2018,22:00,224.79,225.84,224.02,225.74,22929364,0,222.82,222.35,64.39,54.32,80.00,20.00
10/01/2018,22:00,227.95,229.42,226.35,227.26,23600802,0,224.11,222.33,79.69,66.47,80.00,20.00
10/02/2018,22:00,227.25,230.00,226.63,229.28,24788170,0,225.53,222.38,86.89,76.99,80.00,20.00
10/03/2018,22:00,230.05,233.47,229.78,232.07,28654799,0,227.86,222.64,90.89,85.82,80.00,20.00
10/04/2018,22:00,230.78,232.35,226.73,227.99,32042000,0,228.47,222.88,85.11,87.63,80.00,20.00
10/05/2018,22:00,227.96,228.41,220.58,224.29,33580463,0,228.18,223.03,70.54,82.18,80.00,20.00
10/08/2018,22:00,222.21,224.80,220.20,223.77,29663923,0,227.48,223.30,55.31,70.32,80.00,20.00
10/09/2018,22:00,223.64,227.27,222.25,226.87,26891029,0,227.00,223.46,52.09,59.31,80.00,20.00
10/10/2018,22:00,225.46,226.35,216.05,216.36,41990554,0,223.86,223.22,36.28,47.89,80.00,20.00
10/11/2018,22:00,214.52,219.50,212.32,214.45,53124392,0,221.15,222.62,22.88,37.08,80.00,20.00
10/12/2018,22:00,220.42,222.88,216.84,222.11,40337851,0,220.71,222.54,20.48,26.55,80.00,20.00
10/15/2018,22:00,221.16,221.83,217.27,217.36,30791007,0,219.43,222.51,26.73,23.36,80.00,20.00
10/16/2018,22:00,218.93,222.99,216.76,222.15,29183963,0,218.49,222.71,38.87,28.69,80.00,20.00
10/17/2018,22:00,222.30,222.64,219.34,221.19,22885397,0,219.45,222.85,37.42,34.34,80.00,20.00
10/18/2018,22:00,217.86,219.74,213.00,216.02,32581315,0,219.77,222.65,35.30,37.19,80.00,20.00
10/19/2018,22:00,218.06,221.26,217.43,219.31,33078726,0,219.21,222.73,30.83,34.52,80.00,20.00
10/22/2018,22:00,219.79,223.36,218.94,220.65,28792082,0,219.86,222.72,29.98,32.04,80.00,20.00
10/23/2018,22:00,215.83,223.25,214.70,222.73,38767846,0,219.98,222.75,41.28,34.03,80.00,20.00
10/24/2018,22:00,222.60,224.23,214.54,215.09,40925163,0,218.76,222.48,37.56,36.27,80.00,20.00
10/25/2018,22:00,217.71,221.38,216.75,219.80,29855768,0,219.52,222.22,40.45,39.76,80.00,20.00
10/26/2018,22:00,215.90,220.19,212.67,216.30,47258375,0,218.91,221.75,30.94,36.32,80.00,20.00
10/29/2018,22:00,219.19,219.69,206.09,212.24,45935520,0,217.23,221.00,35.11,35.50,80.00,20.00
10/30/2018,22:00,211.15,215.18,209.27,213.30,36659990,0,215.35,220.20,32.50,32.85,80.00,20.00
